title;price;discount;developer;publisher;tags;release_date;valoration;reviews;stock;descarga;f2p
Banners of Ruin - Moonstone;2.59€;-13%;MonteBearo;Goblinz Publishing;['Un solo jugador', 'RPG', 'Estrategia', '\nDLC\n'];6 diciembre 2022;;0;En stock;Descarga digital;False
SpellForce: Conquest of Eo;21.09€;-30%;Owned by Gravity;THQ Nordic;['Un solo jugador', 'RPG', 'Estrategia'];3 febrero 2023;10;2;En stock;Descarga digital;False
Forspoken Digital Deluxe Edition - Europe;66.89€;-36%;Luminous Productions;Square Enix;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];24 enero 2023;6;65;En stock;Descarga digital;False
Like a Dragon : Ishin! - Europe;49.09€;-18%;Ryu Ga Gotoku Studio;SEGA;['Un solo jugador', 'Acción', 'Aventura'];21 febrero 2023;10;2;En stock;Descarga digital;False
Cities: Skylines - World Tour Bundle 2;18.18€;-28%;"Setonji ""Prince Set"" Hotonu";Paradox Interactive;['Simulación', 'Estrategia', 'Un solo jugador'];22 marzo 2023;;0;En stock;Descarga digital;False
GOAL! The Club Manager;16.87€;-44%;2tainment;2tainment;['Un solo jugador', 'Simulación', 'Deporte', 'Estrategia', 'Early Access'];2 noviembre 2022;;0;En stock;Descarga digital;False
Cities: Skylines - 80's Movies Tunes;3.09€;-23%;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];22 marzo 2023;;0;En stock;Descarga digital;False
Two Point Campus: School Spirits;5.36€;-11%;Two Point Studios;SEGA;['Un solo jugador', 'Indies', 'Simulación', '\nDLC\n'];15 marzo 2023;10;1;En stock;Descarga digital;False
Rhythm Sprout: Sick Beats & Bad Sweets;10.81€;-27%;SURT;tinyBuild;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];1 febrero 2023;;0;En stock;Descarga digital;False
Wild West Dynasty;18.23€;-27%;Moon Punch Studio;Toplitz Productions;['Un solo jugador', 'Aventura', 'RPG', 'Simulación', 'Early Access'];16 febrero 2023;3;27;En stock;Descarga digital;False
One Piece Odyssey;41.27€;-31%;ILCA, Inc.;BANDAI NAMCO Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];12 enero 2023;7;24;En stock;Descarga digital;False
Neptunia: Sisters VS Sisters;9.73€;-77%;Compile Heart;Idea Factory International;['Un solo jugador', 'Acción', 'RPG'];24 enero 2023;;0;En stock;Descarga digital;False
Bravery and Greed;14.58€;-27%;Rekka Games;Team17;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];15 noviembre 2022;;0;En stock;Descarga digital;False
Clive 'N' Wrench;7.98€;-71%;Dinosaur Bytes Studio;Numskull Games;['Un solo jugador', 'Acción', 'Aventura'];24 febrero 2023;10;1;En stock;Descarga digital;False
Evil West;32.69€;-35%;Flying Wild Hog;Focus Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];22 noviembre 2022;9;20;En stock;Descarga digital;False
WWE 2K23 Icon Edition - Europe;81.99€;-32%;Visual Concepts;2K;['Un solo jugador', 'Simulación', 'Deporte'];16 marzo 2023;7;6;En stock;Descarga digital;False
Tropico 6 - New Frontiers;8.86€;-41%;Realmforge Studios;Kalypso Media;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];1 diciembre 2022;;0;Fuera de stock;;False
Prison Architect - Jungle Pack;2.49€;-17%;Introversion Software;Paradox Interactive;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia', '\nDLC\n'];7 febrero 2023;;0;En stock;Descarga digital;False
El Señor de los Anillos: Gollum - Europe;28.89€;-42%;Daedalic Entertainment;Daedalic Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];25 mayo 2023;;0;;;False
Definitely Not Fried Chicken;16.57€;-21%;Dope Games;Merge Games;['Un solo jugador', 'Simulación', 'Estrategia', 'Early Access'];18 enero 2023;;0;En stock;Descarga digital;False
Dread Templar;5.23€;-74%;T19 Games;Fulqrum Publishing;['Un solo jugador', 'Acción', 'Indies'];26 enero 2023;10;2;En stock;Descarga digital;False
SnowRunner - 3-Year Anniversary Edition;48.90€;-53%;Saber Interactive;Focus Entertainment;['Aventura', 'Simulación', 'Acción', 'Un solo jugador'];8 diciembre 2022;8;79;En stock;Descarga digital;False
Blanc;12.29€;-18%;Casus Ludi;Gearbox Publishing;['Cooperativo online', 'Aventura', 'Indies'];14 febrero 2023;8;3;En stock;Descarga digital;False
FATAL FRAME / PROJECT ZERO: Mask of the Lunar Eclipse;36.16€;-28%;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;['Un solo jugador', 'Aventura'];9 marzo 2023;10;1;En stock;Descarga digital;False
From Space - Europe;6.66€;-56%;Triangle Studios;Curve Games;['Un solo jugador', 'Acción', 'Indies'];3 noviembre 2022;;0;En stock;Descarga digital;False
Marvel's Midnight Suns Legendary Edition - Europe;72.32€;-28%;Firaxis Games;2K;['Un solo jugador', 'RPG', 'Estrategia'];2 diciembre 2022;10;12;En stock;Descarga digital;False
Fishing: North Atlantic - A.F. Theriault;5.63€;-19%;Misc Games;Misc Games;['Un solo jugador', 'Simulación', '\nDLC\n'];17 marzo 2023;;0;En stock;Descarga digital;False
Voltaire: The Vegan Vampire;7.87€;-47%;Digitality Games;Freedom Games;['Un solo jugador', 'Acción', 'Indies', 'RPG', 'Simulación', 'Early Access'];27 febrero 2023;;0;En stock;Descarga digital;False
Paranormasight: The Seven Mysteries of Honjo;14.64€;-27%;Square Enix;Square Enix;['Un solo jugador', 'Aventura', 'RPG', 'Simulación'];8 marzo 2023;10;1;En stock;Descarga digital;False
The Outer Worlds Spacer's Choice Edition - Europe;41.23€;-31%;Virtuos Games;Private Division;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];7 marzo 2023;9;57;Fuera de stock;;False
Cobra Kai 2: Dojos Rising;12.47€;-75%;Flux Games;GameMill Entertainment;['Un solo jugador', 'Acción'];8 noviembre 2022;;0;En stock;Descarga digital;False
The Walking Dead: Saints & Sinners - Chapter 2: Retribution - Payback Edition;38.97€;-20%;Skydance Interactive;Skydance Interactive;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];21 marzo 2023;2;1;En stock;Descarga digital;False
Lunark;12.30€;-37%;Canari Games;WayForward;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];30 marzo 2023;;0;En stock;Descarga digital;False
Horse Tales: Emerald Valley Ranch;17.00€;-43%;Aesir Interactive;Microids;['Un solo jugador', 'Acción', 'Aventura', 'Simulación'];3 noviembre 2022;;0;En stock;Descarga digital;False
Star Ocean: The Divine Force Digital Deluxe Edition;34.99€;-53%;;;['Acción', 'RPG'];27 octubre 2022;5;6;En stock;Descarga digital;False
Blacktail;18.89€;-37%;THE PARASIGHT;Focus Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];15 diciembre 2022;10;3;En stock;Descarga digital;False
Lego 2K Drive Awesome Rivals Edition - Europe;89.99€;-25%;Visual Concepts Entertainment;2K;['Un solo jugador', 'Carreras'];19 mayo 2023;;0;;;False
Larcin Lazer;6.40€;-36%;Géraud Zucchini;Tambouille;['Un solo jugador', 'Acción', 'Indies'];25 enero 2023;;0;En stock;Descarga digital;False
Children of Silentown;12.11€;-39%;Luna2 Studio;Daedalic Entertainment;['Un solo jugador', 'Aventura', 'Indies'];11 enero 2023;10;1;En stock;Descarga digital;False
Cities: Skylines - African Vibes;2.91€;-27%;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];13 diciembre 2022;;0;En stock;Descarga digital;False
Two Point Campus: Space Academy;8.16€;-18%;Two Point Studios;SEGA;['Un solo jugador', 'Indies', 'Simulación', '\nDLC\n'];6 diciembre 2022;10;1;En stock;Descarga digital;False
Train Valley 2: Workshop Gems - Emerald;3.59€;-28%;Timofey Shargorodskiy;META Publishing;['Un solo jugador', 'Aventura', 'Indies', 'Simulación', 'Estrategia', '\nDLC\n'];16 noviembre 2022;;0;En stock;Descarga digital;False
Marvel's Midnight Suns Digital+ Edition - Europe;58.50€;-27%;Firaxis Games;2K;['Un solo jugador', 'RPG', 'Estrategia'];2 diciembre 2022;10;12;En stock;Descarga digital;False
Perish;10.96€;-45%;ITEM42;HandyGames;['Un solo jugador', 'Acción', 'Indies'];2 febrero 2023;2;1;En stock;Descarga digital;False
Train Valley 2: Workshop Gems - Sapphire;3.33€;-33%;Timofey Shargorodskiy;META Publishing;['Un solo jugador', 'Aventura', 'Indies', 'Simulación', 'Estrategia', '\nDLC\n'];7 diciembre 2022;;0;En stock;Descarga digital;False
Atelier Ryza 3: Alchemist of the End & the Secret Key;44.46€;-26%;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;['Un solo jugador', 'Aventura', 'RPG', 'Simulación'];24 marzo 2023;10;2;En stock;Descarga digital;False
Superfuse;20.43€;-18%;Stitch Heads Entertainment;Raw Fury;['Un solo jugador', 'Acción', 'Early Access'];31 enero 2023;;0;En stock;Descarga digital;False
Crisis Core – Final Fantasy VII - Reunion Digital Deluxe Edition - Europe;48.89€;-30%;;;['Un solo jugador', 'Acción', 'RPG'];13 diciembre 2022;10;20;En stock;Descarga digital;False
Valkyrie Elysium Digital Deluxe Edition - Europe;43.18€;-34%;Soleil Ltd.;Square Enix;['Un solo jugador', 'Acción', 'RPG'];11 noviembre 2022;;0;En stock;Descarga digital;False
Rogue Spirit;6.77€;-66%;Kids With Sticks;505 Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];7 marzo 2023;;0;En stock;Descarga digital;False
Wavetale;23.45€;-22%;Thunderful Development;Thunderful Publishing;['Un solo jugador', 'Aventura'];12 diciembre 2022;;0;En stock;Descarga digital;False
Inkulinati;14.60€;-42%;Yaza Games;Daedalic Entertainment;['Un solo jugador', 'Indies', 'Estrategia', 'Early Access'];31 enero 2023;10;1;En stock;Descarga digital;False
Doomed Lands;9.10€;-24%;Nibb Games;Freedom Games;['Un solo jugador', 'Aventura', 'Indies', 'RPG'];17 abril 2023;;0;En stock;Descarga digital;False
Destructure: Among Debris;6.56€;-33%;Team Instant Defeat;RockGame S.A.;['Un solo jugador', 'Acción', 'Indies'];27 febrero 2023;;0;En stock;Descarga digital;False
The Knight Witch;15.64€;-22%;Super Mega Team;Team17;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];29 noviembre 2022;;0;En stock;Descarga digital;False
Ready or Not;24.28€;-33%;VOID Interactive;VOID Interactive;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'Early Access', '\nGeForce Now\n'];18 diciembre 2021;10;137;En stock;Descarga digital;False
Assetto Corsa;3.30€;-83%;Kunos Simulazioni;Kunos Simulazioni;['Un solo jugador', 'Indies', 'Carreras', 'Simulación', 'Deporte', '\nGeForce Now\n'];19 diciembre 2014;10;302;En stock;Descarga digital;False
Dead Island Definitive Collection;5.52€;-86%;Valve;Valve;['Acción', 'Un solo jugador'];31 mayo 2016;9;80;En stock;Descarga digital;False
Dead Island Definitive Edition;3.06€;-85%;Techland;Deep Silver;['Un solo jugador', 'Acción', '\nGeForce Now\n'];31 mayo 2016;9;80;En stock;Descarga digital;False
NBA 2K23 - Europe;10.43€;-83%;Visual Concepts;2K;['Un solo jugador', 'Simulación', 'Deporte'];8 septiembre 2022;7;35;En stock;Descarga digital;False
Terraria;5.68€;-43%;Re-Logic;Re-Logic;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', '\nGeForce Now\n'];16 mayo 2011;10;141;En stock;Descarga digital;False
7 Days to Die;3.65€;-84%;The Fun Pimps;The Fun Pimps Entertainment LLC;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Simulación', 'Estrategia', 'Early Access', '\nGeForce Now\n'];13 diciembre 2013;9;258;En stock;Descarga digital;False
Age of Empires II: Definitive Edition;8.07€;-60%;Wicked Witch;Xbox Game Studios;['Un solo jugador', 'Estrategia'];14 noviembre 2019;10;94;En stock;Descarga digital;False
Propnight;2.51€;-74%;FNTASTIC;Mytona Fntastic;['PvP online', 'Acción', 'Aventura'];1 diciembre 2021;9;19;En stock;Descarga digital;False
Hell Let Loose;18.19€;-55%;Black Matter Pty Ltd;Team17;['PvP online', 'Acción', 'Indies', 'Simulación', 'Estrategia', '\nGeForce Now\n'];27 julio 2021;9;158;En stock;Descarga digital;False
Euro Truck Simulator 2;5.05€;-75%;SCS Software;SCS Software;['Un solo jugador', 'Indies', 'Simulación', '\nGeForce Now\n'];18 octubre 2012;10;681;En stock;Descarga digital;False
Payday 2;1.93€;-81%;OVERKILL - a Starbreeze Studio.;Starbreeze Publishing AB;['Un solo jugador', 'Acción', 'RPG', '\nGeForce Now\n'];13 agosto 2013;10;205;En stock;Descarga digital;False
Elden Ring - Europe;44.16€;-26%;FromSoftware, Inc;FromSoftware, Inc;['Un solo jugador', 'Acción', 'RPG'];25 febrero 2022;10;582;En stock;Descarga digital;False
DayZ - Europe;20.15€;-50%;Bohemia Interactive;Bohemia Interactive;['MMO', 'Acción', 'Aventura', '\nGeForce Now\n'];13 diciembre 2018;8;53;En stock;Descarga digital;False
Assetto Corsa Competizione;9.97€;-75%;Kunos Simulazioni;505 Games;['Un solo jugador', 'Carreras', 'Simulación', 'Deporte', '\nGeForce Now\n'];29 mayo 2019;9;88;En stock;Descarga digital;False
Farming Simulator 22;17.96€;-40%;Giants Software;Giants Software;['Un solo jugador', 'Simulación', '\nGeForce Now\n'];22 noviembre 2021;10;163;En stock;Descarga digital;False
Horizon Zero Dawn Complete Edition;12.20€;-76%;Guerrilla;PlayStation PC LLC;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];7 agosto 2020;10;258;En stock;Descarga digital;False
No Man's Sky;20.14€;-66%;Hello Games;Hello Games;['Un solo jugador', 'Acción', 'Aventura', '\nGeForce Now\n'];12 agosto 2016;9;436;En stock;Descarga digital;False
Total War: Warhammer III - Europe;29.92€;-50%;Feral Interactive;Feral Interactive;['Un solo jugador', 'Acción', 'Estrategia'];17 febrero 2022;9;59;En stock;Descarga digital;False
God of War;19.71€;-61%;Santa Monica Studio;PlayStation PC LLC;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];14 enero 2022;10;197;En stock;Descarga digital;False
Valheim;16.49€;-18%;Iron Gate AB;Coffee Stain Publishing;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Early Access', '\nGeForce Now\n'];2 febrero 2021;10;25;En stock;Descarga digital;False
Days Gone;10.22€;-80%;Bend Studio;PlayStation PC LLC;['Un solo jugador', 'Acción', 'Aventura'];18 mayo 2021;10;227;En stock;Descarga digital;False
Satisfactory;21.80€;-27%;Coffee Stain Studios;Coffee Stain Publishing;['Un solo jugador', 'Aventura', 'Indies', 'Simulación', 'Estrategia', 'Early Access', '\nGeForce Now\n'];8 junio 2020;10;60;En stock;Descarga digital;False
Dying Light 2 Stay Human;22.54€;-62%;Techland;Techland;['Un solo jugador', 'Acción', 'Aventura', 'RPG', '\nGeForce Now\n'];4 febrero 2022;8;106;Fuera de stock;;False
Resident Evil 2 Biohazard RE:2 Deluxe Edition;9.57€;-81%;CAPCOM Co., Ltd.;CAPCOM Co., Ltd.;['Un solo jugador', 'Acción'];25 enero 2019;10;250;En stock;Descarga digital;False
Euro Truck Simulator 2: Vive la France;5.22€;-71%;SCS Software;SCS Software;['Un solo jugador', 'Indies', 'Simulación', '\nDLC\n'];5 diciembre 2016;10;151;En stock;Descarga digital;False
Dying Light Definitive Edition - Europe;6.86€;-86%;;;['Acción', 'RPG'];21 septiembre 2021;10;658;En stock;Descarga digital;False
MORDHAU;5.42€;-81%;Triternion;Triternion;['PvP online', 'Acción', 'Indies', '\nGeForce Now\n'];29 abril 2019;9;61;En stock;Descarga digital;False
Human: Fall Flat;2.31€;-88%;No Brakes Games;Curve Games;['Un solo jugador', 'Aventura', 'Indies', 'Simulación', '\nGeForce Now\n'];22 julio 2016;9;261;En stock;Descarga digital;False
Euro Truck Simulator 2 Gold Edition;5.60€;-72%;SCS Software;SCS Software;['Un solo jugador', 'Indies', 'Simulación'];18 octubre 2012;10;681;En stock;Descarga digital;False
The Elder Scrolls V: Skyrim Special Edition;8.97€;-78%;Bethesda Game Studios;Bethesda Softworks;['Un solo jugador', 'RPG'];28 octubre 2016;10;845;En stock;Descarga digital;False
Subnautica;11.76€;-61%;Unknown Worlds Entertainment;Unknown Worlds Entertainment;['Un solo jugador', 'Aventura', 'Indies', '\nGeForce Now\n'];23 enero 2018;10;81;En stock;Descarga digital;False
Dead by Daylight;11.86€;-41%;Behaviour Interactive Inc.;Behaviour Interactive Inc.;['PvP online', 'Acción', '\nGeForce Now\n'];14 junio 2016;9;548;En stock;Descarga digital;False
Resident Evil 3;8.34€;-79%;CAPCOM Co., Ltd.;CAPCOM Co., Ltd.;['Un solo jugador', 'Acción'];3 abril 2020;8;126;En stock;Descarga digital;False
Outer Wilds;9.11€;-60%;Mobius Digital;Annapurna Interactive;['Un solo jugador', 'Acción', 'Aventura'];18 junio 2020;10;20;Fuera de stock;;False
Detroit: Become Human;10.62€;-73%;Quantic Dream;Quantic Dream;['Un solo jugador', 'Acción', 'Aventura'];18 junio 2020;10;190;En stock;Descarga digital;False
Euro Truck Simulator 2: Italia;5.91€;-67%;SCS Software;SCS Software;['Un solo jugador', 'Indies', 'Simulación', '\nDLC\n'];5 diciembre 2017;10;101;En stock;Descarga digital;False
Assetto Corsa Competizione - Intercontinental GT Pack;3.91€;-74%;Kunos Simulazioni;Kunos Simulazioni;['Un solo jugador', 'Carreras', 'Simulación', 'Deporte', '\nDLC\n'];4 febrero 2020;;0;En stock;Descarga digital;False
Marvel's Spider-Man Remastered;26.95€;-55%;Nixxes Software;PlayStation PC LLC;['Un solo jugador', 'Acción', 'Aventura'];12 agosto 2022;10;150;En stock;Descarga digital;False
House Flipper;8.74€;-64%;Empyrean;Frozen District;['Un solo jugador', 'Indies', 'Simulación', '\nGeForce Now\n'];17 mayo 2018;10;59;En stock;Descarga digital;False
Dragon Ball Xenoverse 2;5.96€;-88%;QLOC;BANDAI NAMCO Entertainment;['Un solo jugador', 'Acción', 'Aventura'];28 octubre 2016;9;232;En stock;Descarga digital;False
TheHunter: Call of the Wild - Europe;3.77€;-81%;Expansive Worlds;Expansive Worlds;['Un solo jugador', 'Aventura', 'Simulación', 'Deporte'];16 febrero 2017;10;137;En stock;Descarga digital;False
FIFA 23;36.99€;-47%;EA Canada & EA Romania;Electronic Arts;['Un solo jugador', 'Simulación', 'Deporte', '\nOfertas de la semana\n'];29 septiembre 2022;5;369;En stock;Descarga digital;False
Worms: W.M.D;3.48€;-88%;Team17;Team17;['Un solo jugador', 'Acción', 'Estrategia'];23 agosto 2016;10;40;En stock;Descarga digital;False
Squad;21.89€;-51%;Offworld Industries;Offworld Industries;['PvP online', 'Acción', 'Indies', 'Estrategia', '\nOfertas de la semana\n', '\nGeForce Now\n'];23 septiembre 2020;10;81;En stock;Descarga digital;False
Destiny 2: Bungie 30th Anniversary Pack;7.81€;-69%;Bungie;Bungie;['Un solo jugador', 'Acción', 'Aventura', '\nDLC\n'];7 diciembre 2021;9;10;En stock;Descarga digital;False
Assetto Corsa Competizione - The American Track Pack;10.31€;-43%;Kunos Simulazioni;505 Games;['Un solo jugador', 'Carreras', 'Simulación', 'Deporte', '\nDLC\n'];30 junio 2022;10;1;En stock;Descarga digital;False
Planet Zoo: Deluxe Edition;8.72€;-84%;Frontier Developments;Frontier Developments;['Un solo jugador', 'Simulación', 'Estrategia'];5 noviembre 2019;10;130;En stock;Descarga digital;False
Conan Exiles;5.52€;-86%;Funcom;Funcom;['Un solo jugador', 'Acción', 'Aventura', 'RPG', 'Simulación', 'Estrategia', '\nGeForce Now\n'];8 mayo 2018;9;217;En stock;Descarga digital;False
Sid Meier's Civilization VI Anthology;18.20€;-82%;;;['Estrategia', 'Un solo jugador'];21 octubre 2016;10;297;En stock;Descarga digital;False
Metro Exodus Gold Edition;7.24€;-82%;4A Games;Deep Silver;['Un solo jugador', 'Acción'];14 febrero 2019;9;161;En stock;Descarga digital;False
Assetto Corsa Competizione - Challengers Pack;5.22€;-53%;Kunos Simulazioni;505 Games;['Un solo jugador', 'Indies', 'Carreras', 'Simulación', 'Deporte', '\nDLC\n'];23 marzo 2022;9;5;En stock;Descarga digital;False
Assetto Corsa Competizione - 2020 GT World Challenge Pack;2.45€;-73%;Kunos Simulazioni;Kunos Simulazioni;['Un solo jugador', 'Carreras', 'Simulación', 'Deporte', '\nDLC\n'];18 noviembre 2020;10;2;En stock;Descarga digital;False
Resident Evil 5 Gold Edition;5.27€;-81%;Capcom;Capcom;['Un solo jugador', 'Acción', 'Aventura'];15 septiembre 2009;8;72;En stock;Descarga digital;False
